1	1.000000e+00	1.000000e+00	0.000000e+00
2	1.500000e+00	1.500000e+00	0.000000e+00
3	1.833333e+00	1.833333e+00	0.000000e+00
4	2.083333e+00	2.083333e+00	1.144409e-07
5	2.283334e+00	2.283333e+00	1.044169e-07
6	2.450000e+00	2.450000e+00	9.731370e-08
7	2.592857e+00	2.592857e+00	9.195207e-08
8	2.717857e+00	2.717857e+00	8.772300e-08
9	2.828969e+00	2.828968e+00	8.427757e-08
10	2.928968e+00	2.928968e+00	0.000000e+00
11	3.019877e+00	3.019877e+00	0.000000e+00
12	3.103211e+00	3.103211e+00	7.682964e-08
13	3.180134e+00	3.180134e+00	0.000000e+00
14	3.251562e+00	3.251562e+00	0.000000e+00
15	3.318229e+00	3.318229e+00	7.185115e-08
16	3.380729e+00	3.380729e+00	7.052282e-08
17	3.439553e+00	3.439553e+00	0.000000e+00
18	3.495108e+00	3.495108e+00	0.000000e+00
19	3.547740e+00	3.547740e+00	0.000000e+00
20	3.597740e+00	3.597740e+00	0.000000e+00
21	3.645359e+00	3.645359e+00	0.000000e+00
22	3.690813e+00	3.690813e+00	0.000000e+00
23	3.734292e+00	3.734292e+00	0.000000e+00
24	3.775958e+00	3.775958e+00	0.000000e+00
25	3.815958e+00	3.815958e+00	0.000000e+00
26	3.854420e+00	3.854420e+00	0.000000e+00
27	3.891457e+00	3.891457e+00	0.000000e+00
28	3.927171e+00	3.927171e+00	6.071001e-08
29	3.961654e+00	3.961654e+00	0.000000e+00
30	3.994987e+00	3.994987e+00	0.000000e+00
31	4.027246e+00	4.027246e+00	0.000000e+00
32	4.058496e+00	4.058496e+00	0.000000e+00
33	4.088799e+00	4.088799e+00	0.000000e+00
34	4.118210e+00	4.118210e+00	1.157875e-07
35	4.146782e+00	4.146781e+00	1.149897e-07
36	4.174560e+00	4.174560e+00	0.000000e+00
37	4.201587e+00	4.201586e+00	1.134898e-07
38	4.227902e+00	4.227902e+00	0.000000e+00
39	4.253543e+00	4.253543e+00	1.121035e-07
40	4.278543e+00	4.278543e+00	0.000000e+00
41	4.302934e+00	4.302934e+00	0.000000e+00
42	4.326743e+00	4.326743e+00	0.000000e+00
43	4.349999e+00	4.349999e+00	0.000000e+00
44	4.372726e+00	4.372726e+00	0.000000e+00
45	4.394948e+00	4.394948e+00	0.000000e+00
46	4.416687e+00	4.416687e+00	0.000000e+00
47	4.437964e+00	4.437964e+00	1.074450e-07
48	4.458797e+00	4.458797e+00	0.000000e+00
49	4.479206e+00	4.479206e+00	1.064557e-07
50	4.499206e+00	4.499206e+00	0.000000e+00
51	4.518814e+00	4.518814e+00	0.000000e+00
52	4.538044e+00	4.538044e+00	0.000000e+00
53	4.556912e+00	4.556912e+00	0.000000e+00
54	4.575431e+00	4.575431e+00	0.000000e+00
55	4.593613e+00	4.593613e+00	0.000000e+00
56	4.611470e+00	4.611470e+00	0.000000e+00
57	4.629014e+00	4.629014e+00	1.030105e-07
58	4.646255e+00	4.646255e+00	0.000000e+00
59	4.663204e+00	4.663204e+00	0.000000e+00
60	4.679871e+00	4.679871e+00	1.018911e-07
61	4.696265e+00	4.696264e+00	1.015354e-07
62	4.712394e+00	4.712393e+00	1.011879e-07
63	4.728267e+00	4.728266e+00	1.008482e-07
64	4.743892e+00	4.743891e+00	1.005160e-07
65	4.759276e+00	4.759276e+00	1.001911e-07
66	4.774428e+00	4.774427e+00	9.987316e-08
67	4.789353e+00	4.789352e+00	1.991239e-07
68	4.804059e+00	4.804059e+00	9.925715e-08
69	4.818552e+00	4.818551e+00	1.979172e-07
70	4.832838e+00	4.832837e+00	9.866609e-08
71	4.846922e+00	4.846921e+00	9.837939e-08
72	4.860811e+00	4.860810e+00	9.809828e-08
73	4.874509e+00	4.874509e+00	9.782261e-08
74	4.888023e+00	4.888022e+00	9.755216e-08
75	4.901356e+00	4.901356e+00	9.728679e-08
76	4.914514e+00	4.914514e+00	9.702632e-08
77	4.927501e+00	4.927501e+00	9.677059e-08
78	4.940322e+00	4.940321e+00	1.930389e-07
79	4.952980e+00	4.952979e+00	1.925456e-07
80	4.965480e+00	4.965479e+00	9.603044e-08
81	4.977826e+00	4.977825e+00	9.579227e-08
82	4.990021e+00	4.990020e+00	1.911163e-07
83	5.002069e+00	5.002069e+00	9.532799e-08
84	5.013974e+00	5.013973e+00	9.510165e-08
85	5.025738e+00	5.025738e+00	9.487903e-08
86	5.037366e+00	5.037365e+00	9.466003e-08
